order_id,order_date,country,category,product,quantity,unit_price,revenue,payment_method,status
ORD-100552,2025-12-06,France,Beauty,Hair Dryer,2,89.00,178.00,card,completed
ORD-100553,2025-12-07,Romania,Apparel,Running Shoes,1,95.00,95.00,paypal,completed
ORD-100554,2025-12-07,France,Home,Air Purifier,1,149.00,149.00,card,completed
ORD-100555,2025-12-07,France,Apparel,Rain Jacket,1,120.00,120.00,card,completed
ORD-100556,2025-12-07,Poland,Beauty,Face Serum,2,32.00,64.00,apple_pay,completed
ORD-100557,2025-12-07,United States,Electronics,USB-C Hub,1,39.00,39.00,apple_pay,completed
ORD-100558,2025-12-07,France,Home,Coffee Grinder,1,49.00,49.00,apple_pay,completed
ORD-100559,2025-12-07,Spain,Electronics,Smart Watch,1,199.00,199.00,apple_pay,completed
ORD-100560,2025-12-07,United States,Electronics,Smart Watch,1,199.00,199.00,card,completed
ORD-100561,2025-12-07,Germany,Beauty,Hair Dryer,1,89.00,89.00,apple_pay,completed
ORD-100562,2025-12-07,United States,Home,Coffee Grinder,1,49.00,49.00,card,completed
ORD-100563,2025-12-07,United States,Beauty,Face Serum,1,32.00,32.00,paypal,completed
ORD-100564,2025-12-08,United Kingdom,Home,Desk Lamp,3,35.00,105.00,card,refunded
ORD-100565,2025-12-08,United States,Home,Coffee Grinder,2,49.00,98.00,paypal,completed
ORD-100566,2025-12-08,United States,Electronics,Smart Watch,1,199.00,199.00,apple_pay,completed
ORD-100567,2025-12-08,United States,Apparel,Rain Jacket,1,120.00,120.00,apple_pay,completed
ORD-100568,2025-12-08,United States,Apparel,Wool Sweater,1,70.00,70.00,card,completed
ORD-100569,2025-12-08,United States,Beauty,Hair Dryer,1,89.00,89.00,card,completed
ORD-100570,2025-12-08,Spain,Home,Coffee Grinder,1,49.00,49.00,bnpl,completed
ORD-100571,2025-12-08,United States,Apparel,Running Shoes,1,95.00,95.00,paypal,refunded
ORD-100572,2025-12-08,Canada,Home,Air Purifier,1,149.00,149.00,card,completed
ORD-100573,2025-12-08,United States,Beauty,Face Serum,1,32.00,32.00,card,completed
ORD-100574,2025-12-08,Germany,Home,Coffee Grinder,1,49.00,49.00,paypal,refunded
ORD-100575,2025-12-09,France,Apparel,Rain Jacket,1,120.00,120.00,paypal,completed
ORD-100576,2025-12-09,Canada,Apparel,Wool Sweater,1,70.00,70.00,card,completed
ORD-100577,2025-12-09,United States,Electronics,USB-C Hub,2,39.00,78.00,bnpl,completed
ORD-100578,2025-12-09,United Kingdom,Electronics,Bluetooth Speaker,2,59.00,118.00,paypal,completed
ORD-100579,2025-12-09,United States,Electronics,Wireless Earbuds,2,79.00,158.00,apple_pay,completed
ORD-100580,2025-12-09,United States,Electronics,Wireless Earbuds,1,79.00,79.00,card,completed
ORD-100581,2025-12-09,United States,Beauty,Hair Dryer,1,89.00,89.00,card,completed
ORD-100582,2025-12-09,Canada,Beauty,Hair Dryer,2,89.00,178.00,card,completed
ORD-100583,2025-12-09,United States,Beauty,Face Serum,1,32.00,32.00,card,completed
ORD-100584,2025-12-09,United Kingdom,Beauty,Hair Dryer,2,89.00,178.00,card,completed
ORD-100585,2025-12-10,United States,Home,Desk Lamp,1,35.00,35.00,card,completed
ORD-100586,2025-12-10,Poland,Apparel,Running Shoes,1,95.00,95.00,paypal,completed
ORD-100587,2025-12-10,Spain,Electronics,Bluetooth Speaker,2,59.00,118.00,card,completed
ORD-100588,2025-12-10,United Kingdom,Apparel,Rain Jacket,1,120.00,120.00,apple_pay,completed
ORD-100589,2025-12-10,Romania,Beauty,Hair Dryer,2,89.00,178.00,card,completed
ORD-100590,2025-12-10,United States,Home,Desk Lamp,1,35.00,35.00,apple_pay,completed
ORD-100591,2025-12-10,Poland,Apparel,Running Shoes,3,95.00,285.00,paypal,completed
ORD-100592,2025-12-10,Germany,Apparel,Running Shoes,1,95.00,95.00,paypal,completed
ORD-100593,2025-12-11,France,Home,Air Purifier,2,149.00,298.00,paypal,refunded
ORD-100594,2025-12-11,Spain,Apparel,Rain Jacket,2,120.00,240.00,apple_pay,completed
ORD-100595,2025-12-11,Germany,Electronics,USB-C Hub,1,39.00,39.00,card,completed
ORD-100596,2025-12-11,United Kingdom,Electronics,Bluetooth Speaker,1,59.00,59.00,card,completed
ORD-100597,2025-12-11,Germany,Home,Desk Lamp,1,35.00,35.00,card,completed
ORD-100598,2025-12-11,United States,Apparel,Running Shoes,1,95.00,95.00,bnpl,completed
ORD-100599,2025-12-11,Canada,Apparel,Wool Sweater,1,70.00,70.00,bnpl,completed
ORD-100600,2025-12-11,United States,Electronics,Bluetooth Speaker,1,59.00,59.00,paypal,completed
ORD-100601,2025-12-11,Romania,Home,Desk Lamp,1,35.00,35.00,paypal,completed
ORD-100602,2025-12-11,United Kingdom,Beauty,Hair Dryer,1,89.00,89.00,card,completed
ORD-100603,2025-12-11,Canada,Home,Air Purifier,1,149.00,149.00,card,completed
ORD-100604,2025-12-11,United States,Electronics,Bluetooth Speaker,1,59.00,59.00,apple_pay,completed
ORD-100605,2025-12-12,United States,Home,Air Purifier,2,149.00,298.00,card,completed
ORD-100606,2025-12-12,Germany,Apparel,Wool Sweater,1,70.00,70.00,card,completed
ORD-100607,2025-12-12,United States,Beauty,Hair Dryer,2,89.00,178.00,paypal,completed
ORD-100608,2025-12-12,Romania,Electronics,Smart Watch,1,199.00,199.00,paypal,completed
ORD-100609,2025-12-12,United Kingdom,Beauty,Hair Dryer,3,89.00,267.00,apple_pay,completed
ORD-100610,2025-12-12,United States,Beauty,Hair Dryer,1,89.00,89.00,card,completed
ORD-100611,2025-12-12,Romania,Apparel,Rain Jacket,2,120.00,240.00,card,completed
ORD-100612,2025-12-12,Romania,Apparel,Running Shoes,1,95.00,95.00,paypal,completed
ORD-100613,2025-12-12,United Kingdom,Apparel,Wool Sweater,1,70.00,70.00,bnpl,completed
ORD-100614,2025-12-13,France,Apparel,Rain Jacket,1,120.00,120.00,card,completed
ORD-100615,2025-12-13,Romania,Apparel,Wool Sweater,1,70.00,70.00,apple_pay,completed
ORD-100616,2025-12-13,Germany,Electronics,Smart Watch,1,199.00,199.00,card,completed
ORD-100617,2025-12-13,Poland,Beauty,Hair Dryer,1,89.00,89.00,card,completed
ORD-100618,2025-12-13,United States,Apparel,Rain Jacket,2,120.00,240.00,card,completed
ORD-100619,2025-12-13,Romania,Beauty,Hair Dryer,1,89.00,89.00,paypal,completed
ORD-100620,2025-12-13,United States,Apparel,Rain Jacket,1,120.00,120.00,bnpl,completed
ORD-100621,2025-12-13,United Kingdom,Apparel,Running Shoes,1,95.00,95.00,card,completed
ORD-100622,2025-12-13,Canada,Home,Coffee Grinder,2,49.00,98.00,paypal,completed
ORD-100623,2025-12-13,Poland,Apparel,Wool Sweater,1,70.00,70.00,paypal,completed
ORD-100624,2025-12-13,Germany,Beauty,Face Serum,1,32.00,32.00,card,completed
ORD-100625,2025-12-13,United Kingdom,Home,Air Purifier,1,149.00,149.00,card,completed
ORD-100626,2025-12-14,United Kingdom,Apparel,Running Shoes,1,95.00,95.00,bnpl,completed
ORD-100627,2025-12-14,Poland,Apparel,Wool Sweater,1,70.00,70.00,paypal,completed
ORD-100628,2025-12-14,United States,Apparel,Wool Sweater,1,70.00,70.00,card,completed
ORD-100629,2025-12-14,Germany,Home,Air Purifier,1,149.00,149.00,card,completed
ORD-100630,2025-12-14,France,Home,Desk Lamp,1,35.00,35.00,paypal,completed
ORD-100631,2025-12-14,Spain,Beauty,Face Serum,1,32.00,32.00,card,completed
ORD-100632,2025-12-14,France,Beauty,Face Serum,3,32.00,96.00,paypal,completed
ORD-100633,2025-12-15,United Kingdom,Apparel,Rain Jacket,1,120.00,120.00,card,completed
ORD-100634,2025-12-15,Germany,Apparel,Rain Jacket,1,120.00,120.00,apple_pay,completed
ORD-100635,2025-12-15,Germany,Beauty,Face Serum,3,32.00,96.00,paypal,completed
ORD-100636,2025-12-15,France,Electronics,Smart Watch,2,199.00,398.00,card,completed
ORD-100637,2025-12-15,Germany,Apparel,Wool Sweater,1,70.00,70.00,paypal,completed
ORD-100638,2025-12-15,Poland,Electronics,Bluetooth Speaker,1,59.00,59.00,card,completed
ORD-100639,2025-12-15,United States,Home,Coffee Grinder,1,49.00,49.00,card,completed
ORD-100640,2025-12-16,Germany,Home,Desk Lamp,1,35.00,35.00,paypal,completed
ORD-100641,2025-12-16,France,Apparel,Wool Sweater,1,70.00,70.00,paypal,completed
ORD-100642,2025-12-16,Spain,Electronics,USB-C Hub,1,39.00,39.00,card,completed
ORD-100643,2025-12-16,United Kingdom,Beauty,Face Serum,1,32.00,32.00,card,completed
ORD-100644,2025-12-16,United Kingdom,Beauty,Hair Dryer,3,89.00,267.00,card,completed
ORD-100645,2025-12-16,Spain,Beauty,Hair Dryer,3,89.00,267.00,card,completed
ORD-100646,2025-12-16,United States,Electronics,Bluetooth Speaker,1,59.00,59.00,bnpl,completed
ORD-100647,2025-12-16,Poland,Beauty,Hair Dryer,1,89.00,89.00,apple_pay,completed
ORD-100648,2025-12-16,United States,Electronics,USB-C Hub,1,39.00,39.00,card,completed
ORD-100649,2025-12-16,Canada,Beauty,Hair Dryer,1,89.00,89.00,card,completed
ORD-100650,2025-12-17,United States,Apparel,Rain Jacket,3,120.00,360.00,card,completed
ORD-100651,2025-12-17,United States,Home,Coffee Grinder,2,49.00,98.00,card,completed
ORD-100652,2025-12-17,France,Home,Air Purifier,1,149.00,149.00,card,completed
ORD-100653,2025-12-17,Spain,Electronics,USB-C Hub,1,39.00,39.00,card,completed
ORD-100654,2025-12-17,United Kingdom,Beauty,Face Serum,1,32.00,32.00,card,completed
ORD-100655,2025-12-17,Germany,Beauty,Hair Dryer,1,89.00,89.00,card,completed
ORD-100656,2025-12-17,Canada,Beauty,Face Serum,2,32.00,64.00,card,completed
ORD-100657,2025-12-17,France,Apparel,Running Shoes,2,95.00,190.00,paypal,completed
ORD-100658,2025-12-17,Germany,Beauty,Face Serum,2,32.00,64.00,card,completed
ORD-100659,2025-12-18,Germany,Beauty,Hair Dryer,1,89.00,89.00,apple_pay,completed
ORD-100660,2025-12-18,Canada,Electronics,Wireless Earbuds,1,79.00,79.00,card,completed
ORD-100661,2025-12-18,Canada,Beauty,Face Serum,1,32.00,32.00,card,completed
ORD-100662,2025-12-18,Germany,Apparel,Running Shoes,1,95.00,95.00,card,completed
ORD-100663,2025-12-18,United States,Home,Coffee Grinder,1,49.00,49.00,card,completed
ORD-100664,2025-12-18,Germany,Beauty,Hair Dryer,1,89.00,89.00,card,completed
ORD-100665,2025-12-18,Spain,Home,Air Purifier,3,149.00,447.00,paypal,completed
ORD-100666,2025-12-18,Poland,Apparel,Wool Sweater,1,70.00,70.00,paypal,completed
ORD-100667,2025-12-18,France,Beauty,Hair Dryer,1,89.00,89.00,apple_pay,completed
ORD-100668,2025-12-18,United Kingdom,Beauty,Hair Dryer,1,89.00,89.00,apple_pay,refunded
ORD-100669,2025-12-18,Canada,Home,Coffee Grinder,1,49.00,49.00,paypal,completed
ORD-100670,2025-12-19,United States,Apparel,Running Shoes,1,95.00,95.00,card,completed
ORD-100671,2025-12-19,United States,Apparel,Rain Jacket,1,120.00,120.00,card,completed
ORD-100672,2025-12-19,United States,Electronics,Smart Watch,1,199.00,199.00,card,completed
ORD-100673,2025-12-19,United States,Electronics,Smart Watch,1,199.00,199.00,card,completed
ORD-100674,2025-12-19,France,Beauty,Hair Dryer,2,89.00,178.00,card,completed
ORD-100675,2025-12-19,Germany,Home,Coffee Grinder,2,49.00,98.00,paypal,completed
ORD-100676,2025-12-19,Canada,Electronics,USB-C Hub,1,39.00,39.00,paypal,completed
ORD-100677,2025-12-19,France,Electronics,Bluetooth Speaker,1,59.00,59.00,card,completed
ORD-100678,2025-12-20,Romania,Beauty,Face Serum,1,32.00,32.00,apple_pay,completed
ORD-100679,2025-12-20,Canada,Apparel,Running Shoes,1,95.00,95.00,paypal,completed
ORD-100680,2025-12-20,Germany,Electronics,Bluetooth Speaker,1,59.00,59.00,card,completed
ORD-100681,2025-12-20,Germany,Electronics,Bluetooth Speaker,1,59.00,59.00,card,completed
ORD-100682,2025-12-20,Poland,Beauty,Face Serum,1,32.00,32.00,card,completed
ORD-100683,2025-12-20,Spain,Electronics,Bluetooth Speaker,1,59.00,59.00,card,completed
ORD-100684,2025-12-20,United States,Apparel,Wool Sweater,1,70.00,70.00,paypal,completed
ORD-100685,2025-12-20,United Kingdom,Home,Coffee Grinder,1,49.00,49.00,card,completed
ORD-100686,2025-12-20,Germany,Apparel,Wool Sweater,1,70.00,70.00,paypal,completed
ORD-100687,2025-12-20,United Kingdom,Beauty,Hair Dryer,1,89.00,89.00,card,completed
ORD-100688,2025-12-20,Spain,Apparel,Wool Sweater,1,70.00,70.00,card,completed
ORD-100689,2025-12-21,Poland,Home,Air Purifier,2,149.00,298.00,card,completed
ORD-100690,2025-12-21,Poland,Beauty,Face Serum,1,32.00,32.00,bnpl,refunded
ORD-100691,2025-12-21,United States,Electronics,Bluetooth Speaker,1,59.00,59.00,card,completed
ORD-100692,2025-12-21,France,Apparel,Rain Jacket,1,120.00,120.00,card,completed
ORD-100693,2025-12-21,France,Beauty,Face Serum,1,32.00,32.00,card,completed
ORD-100694,2025-12-21,France,Beauty,Hair Dryer,1,89.00,89.00,paypal,completed
ORD-100695,2025-12-21,Romania,Apparel,Wool Sweater,1,70.00,70.00,card,refunded
ORD-100696,2025-12-22,United States,Home,Desk Lamp,1,35.00,35.00,card,completed
ORD-100697,2025-12-22,Germany,Apparel,Running Shoes,2,95.00,190.00,card,completed
ORD-100698,2025-12-22,Germany,Apparel,Rain Jacket,3,120.00,360.00,card,completed
ORD-100699,2025-12-22,United States,Beauty,Face Serum,1,32.00,32.00,card,completed
ORD-100700,2025-12-22,United States,Home,Coffee Grinder,2,49.00,98.00,bnpl,completed
ORD-100701,2025-12-22,Poland,Apparel,Wool Sweater,1,70.00,70.00,card,completed
ORD-100702,2025-12-22,United States,Home,Desk Lamp,1,35.00,35.00,apple_pay,completed
ORD-100703,2025-12-22,Germany,Home,Desk Lamp,1,35.00,35.00,bnpl,completed
ORD-100704,2025-12-23,Poland,Home,Desk Lamp,1,35.00,35.00,card,completed
ORD-100705,2025-12-23,United States,Electronics,USB-C Hub,1,39.00,39.00,bnpl,completed
ORD-100706,2025-12-23,United Kingdom,Beauty,Hair Dryer,1,89.00,89.00,paypal,completed
ORD-100707,2025-12-23,United States,Apparel,Running Shoes,1,95.00,95.00,apple_pay,completed
ORD-100708,2025-12-23,United States,Electronics,USB-C Hub,1,39.00,39.00,card,completed
ORD-100709,2025-12-23,France,Apparel,Wool Sweater,1,70.00,70.00,apple_pay,completed
ORD-100710,2025-12-23,Canada,Home,Desk Lamp,1,35.00,35.00,bnpl,completed
ORD-100711,2025-12-23,Canada,Home,Air Purifier,1,149.00,149.00,card,completed
ORD-100712,2025-12-24,Germany,Home,Air Purifier,1,149.00,149.00,card,completed
ORD-100713,2025-12-24,Poland,Home,Coffee Grinder,1,49.00,49.00,card,completed
ORD-100714,2025-12-24,United States,Electronics,Wireless Earbuds,1,79.00,79.00,paypal,completed
ORD-100715,2025-12-24,Germany,Electronics,Bluetooth Speaker,3,59.00,177.00,card,completed
ORD-100716,2025-12-24,United Kingdom,Home,Desk Lamp,1,35.00,35.00,card,completed
ORD-100717,2025-12-24,Germany,Beauty,Face Serum,2,32.00,64.00,paypal,completed
ORD-100718,2025-12-24,Germany,Beauty,Face Serum,1,32.00,32.00,bnpl,completed
ORD-100719,2025-12-25,United States,Home,Air Purifier,1,149.00,149.00,paypal,completed
ORD-100720,2025-12-25,United Kingdom,Apparel,Wool Sweater,1,70.00,70.00,card,completed
ORD-100721,2025-12-25,United States,Home,Air Purifier,1,149.00,149.00,paypal,completed
ORD-100722,2025-12-25,United Kingdom,Apparel,Rain Jacket,1,120.00,120.00,card,completed
ORD-100723,2025-12-25,France,Apparel,Wool Sweater,1,70.00,70.00,paypal,completed
ORD-100724,2025-12-25,Poland,Home,Air Purifier,1,149.00,149.00,paypal,completed
ORD-100725,2025-12-25,United States,Apparel,Rain Jacket,1,120.00,120.00,card,completed
ORD-100726,2025-12-26,United Kingdom,Apparel,Rain Jacket,2,120.00,240.00,card,completed
ORD-100727,2025-12-26,United States,Home,Desk Lamp,1,35.00,35.00,paypal,completed
ORD-100728,2025-12-26,Canada,Beauty,Hair Dryer,1,89.00,89.00,card,completed
ORD-100729,2025-12-26,United States,Beauty,Face Serum,1,32.00,32.00,paypal,completed
ORD-100730,2025-12-26,Romania,Electronics,Smart Watch,1,199.00,199.00,card,completed
ORD-100731,2025-12-26,Germany,Electronics,Bluetooth Speaker,1,59.00,59.00,bnpl,completed
ORD-100732,2025-12-26,France,Electronics,Bluetooth Speaker,1,59.00,59.00,card,completed
ORD-100733,2025-12-26,France,Electronics,Smart Watch,1,199.00,199.00,paypal,completed
ORD-100734,2025-12-26,United Kingdom,Home,Air Purifier,2,149.00,298.00,card,completed
ORD-100735,2025-12-27,Germany,Apparel,Rain Jacket,1,120.00,120.00,paypal,completed
ORD-100736,2025-12-27,Germany,Apparel,Rain Jacket,2,120.00,240.00,card,completed
ORD-100737,2025-12-27,United States,Home,Desk Lamp,1,35.00,35.00,card,refunded
ORD-100738,2025-12-27,Poland,Beauty,Hair Dryer,1,89.00,89.00,card,completed
ORD-100739,2025-12-27,Germany,Beauty,Hair Dryer,1,89.00,89.00,card,completed
ORD-100740,2025-12-27,United States,Electronics,USB-C Hub,1,39.00,39.00,apple_pay,completed
ORD-100741,2025-12-27,United States,Apparel,Wool Sweater,1,70.00,70.00,card,completed
ORD-100742,2025-12-27,United Kingdom,Electronics,USB-C Hub,1,39.00,39.00,paypal,completed
ORD-100743,2025-12-27,United Kingdom,Beauty,Face Serum,1,32.00,32.00,card,completed
ORD-100744,2025-12-27,Germany,Apparel,Rain Jacket,1,120.00,120.00,card,completed
ORD-100745,2025-12-27,Germany,Electronics,Wireless Earbuds,1,79.00,79.00,card,completed
ORD-100746,2025-12-27,United States,Electronics,Wireless Earbuds,1,79.00,79.00,card,completed
ORD-100747,2025-12-28,Spain,Home,Coffee Grinder,1,49.00,49.00,apple_pay,completed
ORD-100748,2025-12-28,United States,Beauty,Face Serum,1,32.00,32.00,card,completed
ORD-100749,2025-12-28,United States,Home,Coffee Grinder,1,49.00,49.00,paypal,completed
ORD-100750,2025-12-28,Poland,Home,Air Purifier,3,149.00,447.00,card,completed
ORD-100751,2025-12-28,United States,Apparel,Running Shoes,1,95.00,95.00,paypal,completed
ORD-100752,2025-12-28,United Kingdom,Apparel,Running Shoes,1,95.00,95.00,card,completed
ORD-100753,2025-12-28,Germany,Home,Desk Lamp,2,35.00,70.00,apple_pay,completed
ORD-100754,2025-12-28,United States,Apparel,Rain Jacket,1,120.00,120.00,paypal,completed
ORD-100755,2025-12-28,United Kingdom,Electronics,Wireless Earbuds,1,79.00,79.00,paypal,completed
ORD-100756,2025-12-28,United States,Beauty,Face Serum,1,32.00,32.00,card,completed
ORD-100757,2025-12-29,United States,Home,Coffee Grinder,1,49.00,49.00,paypal,completed
ORD-100758,2025-12-29,United States,Beauty,Hair Dryer,2,89.00,178.00,card,completed
ORD-100759,2025-12-29,Romania,Home,Coffee Grinder,1,49.00,49.00,card,completed
ORD-100760,2025-12-29,Germany,Apparel,Rain Jacket,1,120.00,120.00,card,completed
ORD-100761,2025-12-29,Romania,Home,Air Purifier,2,149.00,298.00,card,completed
ORD-100762,2025-12-29,United States,Home,Desk Lamp,1,35.00,35.00,card,completed
ORD-100763,2025-12-29,Germany,Apparel,Running Shoes,1,95.00,95.00,card,completed
ORD-100764,2025-12-29,United Kingdom,Electronics,Bluetooth Speaker,1,59.00,59.00,paypal,completed
ORD-100765,2025-12-29,United States,Home,Desk Lamp,1,35.00,35.00,card,completed
ORD-100766,2025-12-29,United States,Beauty,Face Serum,1,32.00,32.00,card,completed
ORD-100767,2025-12-29,United States,Electronics,Bluetooth Speaker,1,59.00,59.00,card,completed
ORD-100768,2025-12-29,United States,Home,Air Purifier,1,149.00,149.00,card,completed
ORD-100769,2025-12-30,Germany,Beauty,Face Serum,1,32.00,32.00,paypal,completed
ORD-100770,2025-12-30,Poland,Beauty,Hair Dryer,1,89.00,89.00,card,completed
ORD-100771,2025-12-30,Germany,Apparel,Rain Jacket,1,120.00,120.00,card,completed
ORD-100772,2025-12-30,United States,Electronics,Bluetooth Speaker,1,59.00,59.00,card,completed
ORD-100773,2025-12-30,France,Electronics,Bluetooth Speaker,1,59.00,59.00,paypal,completed
ORD-100774,2025-12-30,France,Apparel,Rain Jacket,2,120.00,240.00,card,completed
ORD-100775,2025-12-30,United Kingdom,Home,Coffee Grinder,1,49.00,49.00,card,completed
ORD-100776,2025-12-30,Canada,Apparel,Rain Jacket,2,120.00,240.00,card,completed
ORD-100777,2025-12-30,Canada,Home,Coffee Grinder,1,49.00,49.00,card,completed
ORD-100778,2025-12-30,Spain,Home,Desk Lamp,1,35.00,35.00,card,completed
ORD-100779,2025-12-30,Spain,Apparel,Wool Sweater,1,70.00,70.00,apple_pay,refunded
ORD-100780,2025-12-30,Spain,Electronics,USB-C Hub,1,39.00,39.00,apple_pay,completed
ORD-100781,2025-12-31,Spain,Apparel,Wool Sweater,2,70.00,140.00,card,refunded
ORD-100782,2025-12-31,United Kingdom,Electronics,USB-C Hub,2,39.00,78.00,card,completed
ORD-100783,2025-12-31,United Kingdom,Apparel,Wool Sweater,2,70.00,140.00,paypal,completed
ORD-100784,2025-12-31,Poland,Electronics,Wireless Earbuds,1,79.00,79.00,card,completed
ORD-100785,2025-12-31,Germany,Electronics,Wireless Earbuds,2,79.00,158.00,card,completed
ORD-100786,2025-12-31,United Kingdom,Beauty,Face Serum,2,32.00,64.00,card,completed
ORD-100787,2025-12-31,France,Electronics,Bluetooth Speaker,1,59.00,59.00,card,completed
ORD-100788,2025-12-31,Germany,Home,Air Purifier,1,149.00,149.00,card,completed
ORD-100789,2025-12-31,United Kingdom,Home,Air Purifier,1,149.00,149.00,card,completed
ORD-100790,2026-01-01,United States,Home,Desk Lamp,1,35.00,35.00,card,completed
ORD-100791,2026-01-01,United States,Apparel,Wool Sweater,1,70.00,70.00,card,completed
ORD-100792,2026-01-01,Germany,Apparel,Running Shoes,1,95.00,95.00,bnpl,completed
ORD-100793,2026-01-01,United States,Home,Desk Lamp,1,35.00,35.00,bnpl,refunded
ORD-100794,2026-01-01,France,Home,Desk Lamp,1,35.00,35.00,card,completed
ORD-100795,2026-01-01,Poland,Electronics,USB-C Hub,1,39.00,39.00,bnpl,completed
ORD-100796,2026-01-01,United States,Electronics,Smart Watch,1,199.00,199.00,card,completed
ORD-100797,2026-01-02,United States,Electronics,Smart Watch,2,199.00,398.00,apple_pay,refunded
ORD-100798,2026-01-02,Romania,Electronics,Bluetooth Speaker,1,59.00,59.00,card,completed
ORD-100799,2026-01-02,United States,Apparel,Rain Jacket,1,120.00,120.00,paypal,completed
ORD-100800,2026-01-02,Romania,Apparel,Rain Jacket,1,120.00,120.00,paypal,completed
ORD-100801,2026-01-03,United States,Electronics,USB-C Hub,1,39.00,39.00,paypal,refunded
ORD-100802,2026-01-03,United Kingdom,Home,Air Purifier,1,149.00,149.00,card,completed
ORD-100803,2026-01-03,Canada,Home,Desk Lamp,1,35.00,35.00,paypal,completed
ORD-100804,2026-01-03,Germany,Apparel,Running Shoes,1,95.00,95.00,card,completed
ORD-100805,2026-01-03,Spain,Electronics,Smart Watch,2,199.00,398.00,card,completed
ORD-100806,2026-01-04,United States,Home,Desk Lamp,1,35.00,35.00,card,completed
ORD-100807,2026-01-04,Spain,Home,Coffee Grinder,1,49.00,49.00,apple_pay,completed
ORD-100808,2026-01-04,Poland,Electronics,USB-C Hub,1,39.00,39.00,card,completed
ORD-100809,2026-01-04,United States,Apparel,Wool Sweater,3,70.00,210.00,paypal,completed
ORD-100810,2026-01-04,United States,Electronics,Smart Watch,1,199.00,199.00,card,completed
ORD-100811,2026-01-04,Germany,Electronics,Smart Watch,1,199.00,199.00,paypal,completed
ORD-100812,2026-01-04,United States,Apparel,Wool Sweater,2,70.00,140.00,card,completed
ORD-100813,2026-01-04,Poland,Apparel,Wool Sweater,2,70.00,140.00,card,completed
ORD-100814,2026-01-04,Spain,Electronics,USB-C Hub,2,39.00,78.00,card,refunded
ORD-100815,2026-01-05,Canada,Home,Desk Lamp,1,35.00,35.00,paypal,completed
ORD-100816,2026-01-05,France,Apparel,Running Shoes,1,95.00,95.00,card,completed
ORD-100817,2026-01-05,Poland,Apparel,Rain Jacket,1,120.00,120.00,paypal,completed
ORD-100818,2026-01-05,United States,Electronics,Wireless Earbuds,1,79.00,79.00,card,completed
ORD-100819,2026-01-05,France,Apparel,Rain Jacket,1,120.00,120.00,card,completed
ORD-100820,2026-01-05,United States,Electronics,Bluetooth Speaker,1,59.00,59.00,card,completed
ORD-100821,2026-01-06,United States,Apparel,Running Shoes,1,95.00,95.00,card,completed
ORD-100822,2026-01-06,Spain,Beauty,Hair Dryer,1,89.00,89.00,apple_pay,completed
ORD-100823,2026-01-06,United Kingdom,Beauty,Hair Dryer,1,89.00,89.00,card,completed
ORD-100824,2026-01-06,Germany,Apparel,Wool Sweater,2,70.00,140.00,paypal,completed
ORD-100825,2026-01-06,Germany,Beauty,Face Serum,2,32.00,64.00,card,completed
ORD-100826,2026-01-06,Spain,Electronics,Bluetooth Speaker,1,59.00,59.00,paypal,completed
ORD-100827,2026-01-06,United States,Home,Desk Lamp,1,35.00,35.00,card,completed
ORD-100828,2026-01-07,France,Electronics,Smart Watch,1,199.00,199.00,paypal,completed
ORD-100829,2026-01-07,Germany,Electronics,Smart Watch,1,199.00,199.00,card,refunded
ORD-100830,2026-01-07,Germany,Beauty,Face Serum,2,32.00,64.00,card,completed
ORD-100831,2026-01-07,France,Apparel,Running Shoes,1,95.00,95.00,card,completed
ORD-100832,2026-01-07,Germany,Home,Air Purifier,1,149.00,149.00,paypal,completed
ORD-100833,2026-01-07,France,Electronics,Bluetooth Speaker,1,59.00,59.00,card,completed
ORD-100834,2026-01-08,Canada,Electronics,Smart Watch,1,199.00,199.00,paypal,completed
ORD-100835,2026-01-08,United Kingdom,Beauty,Hair Dryer,1,89.00,89.00,card,completed
ORD-100836,2026-01-08,Spain,Electronics,USB-C Hub,1,39.00,39.00,card,completed
ORD-100837,2026-01-08,Poland,Apparel,Rain Jacket,1,120.00,120.00,card,completed
ORD-100838,2026-01-08,United Kingdom,Electronics,Wireless Earbuds,1,79.00,79.00,card,completed
ORD-100839,2026-01-08,Germany,Beauty,Face Serum,1,32.00,32.00,card,completed
ORD-100840,2026-01-08,United States,Electronics,USB-C Hub,1,39.00,39.00,card,completed
ORD-100841,2026-01-08,Spain,Electronics,USB-C Hub,1,39.00,39.00,paypal,completed
ORD-100842,2026-01-08,Poland,Electronics,Bluetooth Speaker,1,59.00,59.00,card,refunded
ORD-100843,2026-01-09,United Kingdom,Beauty,Face Serum,1,32.00,32.00,apple_pay,completed
ORD-100844,2026-01-09,Germany,Electronics,USB-C Hub,1,39.00,39.00,card,completed
ORD-100845,2026-01-09,United States,Electronics,Wireless Earbuds,1,79.00,79.00,paypal,completed
ORD-100846,2026-01-09,Spain,Home,Air Purifier,2,149.00,298.00,card,completed
ORD-100847,2026-01-09,France,Beauty,Hair Dryer,1,89.00,89.00,paypal,completed
ORD-100848,2026-01-09,United States,Apparel,Wool Sweater,1,70.00,70.00,card,completed
ORD-100849,2026-01-10,France,Electronics,Smart Watch,1,199.00,199.00,bnpl,completed
ORD-100850,2026-01-10,United Kingdom,Apparel,Wool Sweater,1,70.00,70.00,paypal,completed
ORD-100851,2026-01-10,United States,Electronics,USB-C Hub,1,39.00,39.00,card,refunded
