invoice_id,customer_id,invoice_date,plan,billing_cycle,mrr,amount,currency,payment_method,status,country
INV-5284,CUS-0208,2026-02-14,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United States
INV-5285,CUS-0213,2026-02-14,Starter,monthly,29.00,29.00,USD,invoice,paid,United States
INV-5286,CUS-0217,2026-02-14,Starter,monthly,29.00,29.00,USD,card,failed,France
INV-5287,CUS-0219,2026-02-14,Starter,monthly,29.00,29.00,USD,card,paid,United Kingdom
INV-5288,CUS-0223,2026-02-14,Pro,monthly,99.00,99.00,USD,card,paid,Canada
INV-5289,CUS-0226,2026-02-14,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United Kingdom
INV-5290,CUS-0227,2026-02-14,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Spain
INV-5291,CUS-0229,2026-02-14,Starter,monthly,29.00,29.00,USD,invoice,paid,Poland
INV-5292,CUS-0231,2026-02-14,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Canada
INV-5293,CUS-0233,2026-02-14,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Canada
INV-5294,CUS-0234,2026-02-14,Pro,monthly,99.00,99.00,USD,card,failed,United Kingdom
INV-5295,CUS-0237,2026-02-14,Business,monthly,299.00,299.00,USD,card,paid,United Kingdom
INV-5296,CUS-0002,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,Canada
INV-5297,CUS-0004,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5298,CUS-0007,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,Spain
INV-5299,CUS-0008,2026-03-25,Business,monthly,299.00,299.00,USD,card,paid,Spain
INV-5300,CUS-0013,2026-03-25,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5301,CUS-0014,2026-03-25,Pro,monthly,99.00,99.00,USD,card,failed,United Kingdom
INV-5302,CUS-0015,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,United Kingdom
INV-5303,CUS-0018,2026-03-25,Pro,monthly,99.00,99.00,USD,invoice,paid,United States
INV-5304,CUS-0020,2026-03-25,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,Canada
INV-5305,CUS-0021,2026-03-25,Starter,annual,29.00,288.84,USD,sepa_debit,paid,Germany
INV-5306,CUS-0025,2026-03-25,Pro,monthly,99.00,99.00,USD,invoice,paid,France
INV-5307,CUS-0026,2026-03-25,Pro,monthly,99.00,99.00,USD,card,failed,France
INV-5308,CUS-0028,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,Canada
INV-5309,CUS-0029,2026-03-25,Pro,annual,99.00,986.04,USD,card,paid,United States
INV-5310,CUS-0030,2026-03-25,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,United Kingdom
INV-5311,CUS-0035,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5312,CUS-0037,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,Romania
INV-5313,CUS-0038,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5314,CUS-0039,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,Poland
INV-5315,CUS-0042,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5316,CUS-0043,2026-03-25,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United States
INV-5317,CUS-0046,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5318,CUS-0047,2026-03-25,Business,monthly,299.00,299.00,USD,invoice,paid,United Kingdom
INV-5319,CUS-0048,2026-03-25,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Romania
INV-5320,CUS-0051,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5321,CUS-0056,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,United Kingdom
INV-5322,CUS-0057,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,United Kingdom
INV-5323,CUS-0065,2026-03-25,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,United States
INV-5324,CUS-0068,2026-03-25,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5325,CUS-0069,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,France
INV-5326,CUS-0071,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,United Kingdom
INV-5327,CUS-0072,2026-03-25,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,United States
INV-5328,CUS-0074,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5329,CUS-0075,2026-03-25,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5330,CUS-0076,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,Poland
INV-5331,CUS-0080,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5332,CUS-0083,2026-03-25,Business,monthly,299.00,299.00,USD,sepa_debit,paid,United Kingdom
INV-5333,CUS-0091,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5334,CUS-0093,2026-03-25,Starter,monthly,29.00,29.00,USD,card,failed,United States
INV-5335,CUS-0095,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5336,CUS-0097,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,France
INV-5337,CUS-0100,2026-03-25,Business,monthly,299.00,299.00,USD,card,paid,Poland
INV-5338,CUS-0101,2026-03-25,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Poland
INV-5339,CUS-0104,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,Germany
INV-5340,CUS-0106,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5341,CUS-0107,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5342,CUS-0109,2026-03-25,Starter,monthly,29.00,29.00,USD,invoice,paid,Romania
INV-5343,CUS-0111,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5344,CUS-0119,2026-03-25,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United States
INV-5345,CUS-0123,2026-03-25,Starter,monthly,29.00,29.00,USD,card,failed,Romania
INV-5346,CUS-0124,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,Canada
INV-5347,CUS-0128,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,Spain
INV-5348,CUS-0129,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5349,CUS-0131,2026-03-25,Pro,monthly,99.00,99.00,USD,invoice,paid,Spain
INV-5350,CUS-0136,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,United Kingdom
INV-5351,CUS-0137,2026-03-25,Business,monthly,299.00,299.00,USD,card,paid,Germany
INV-5352,CUS-0138,2026-03-25,Business,monthly,299.00,299.00,USD,card,paid,United Kingdom
INV-5353,CUS-0139,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5354,CUS-0140,2026-03-25,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,Poland
INV-5355,CUS-0141,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,Germany
INV-5356,CUS-0143,2026-03-25,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United Kingdom
INV-5357,CUS-0146,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,Germany
INV-5358,CUS-0148,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5359,CUS-0150,2026-03-25,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,Poland
INV-5360,CUS-0155,2026-03-25,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United States
INV-5361,CUS-0156,2026-03-25,Business,monthly,299.00,299.00,USD,card,paid,Germany
INV-5362,CUS-0159,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5363,CUS-0160,2026-03-25,Business,monthly,299.00,299.00,USD,card,paid,Spain
INV-5364,CUS-0168,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5365,CUS-0173,2026-03-25,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,Germany
INV-5366,CUS-0174,2026-03-25,Starter,monthly,29.00,29.00,USD,invoice,paid,Spain
INV-5367,CUS-0175,2026-03-25,Pro,monthly,99.00,99.00,USD,invoice,paid,Germany
INV-5368,CUS-0176,2026-03-25,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5369,CUS-0178,2026-03-25,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Germany
INV-5370,CUS-0180,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5371,CUS-0181,2026-03-25,Business,monthly,299.00,299.00,USD,sepa_debit,paid,Canada
INV-5372,CUS-0182,2026-03-25,Pro,monthly,99.00,99.00,USD,card,failed,Germany
INV-5373,CUS-0183,2026-03-25,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5374,CUS-0184,2026-03-25,Starter,annual,29.00,288.84,USD,card,paid,United States
INV-5375,CUS-0185,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5376,CUS-0194,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5377,CUS-0196,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,United Kingdom
INV-5378,CUS-0201,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,Spain
INV-5379,CUS-0205,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,Canada
INV-5380,CUS-0206,2026-03-25,Pro,monthly,99.00,99.00,USD,invoice,paid,Canada
INV-5381,CUS-0208,2026-03-25,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United States
INV-5382,CUS-0213,2026-03-25,Starter,monthly,29.00,29.00,USD,invoice,paid,United States
INV-5383,CUS-0217,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,France
INV-5384,CUS-0219,2026-03-25,Starter,monthly,29.00,29.00,USD,card,paid,United Kingdom
INV-5385,CUS-0223,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,Canada
INV-5386,CUS-0226,2026-03-25,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United Kingdom
INV-5387,CUS-0227,2026-03-25,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Spain
INV-5388,CUS-0229,2026-03-25,Starter,monthly,29.00,29.00,USD,invoice,paid,Poland
INV-5389,CUS-0231,2026-03-25,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Canada
INV-5390,CUS-0233,2026-03-25,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Canada
INV-5391,CUS-0234,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,United Kingdom
INV-5392,CUS-0237,2026-03-25,Business,monthly,299.00,299.00,USD,card,paid,United Kingdom
INV-5393,CUS-0239,2026-03-25,Pro,monthly,99.00,99.00,USD,card,paid,Canada
INV-5394,CUS-0002,2026-04-27,Pro,monthly,99.00,99.00,USD,card,failed,Canada
INV-5395,CUS-0004,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5396,CUS-0007,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,Spain
INV-5397,CUS-0008,2026-04-27,Business,monthly,299.00,299.00,USD,card,paid,Spain
INV-5398,CUS-0013,2026-04-27,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5399,CUS-0014,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,United Kingdom
INV-5400,CUS-0015,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,United Kingdom
INV-5401,CUS-0018,2026-04-27,Pro,monthly,99.00,99.00,USD,invoice,paid,United States
INV-5402,CUS-0020,2026-04-27,Pro,monthly,99.00,99.00,USD,sepa_debit,failed,Canada
INV-5403,CUS-0022,2026-04-27,Business,annual,299.00,2978.04,USD,invoice,paid,Germany
INV-5404,CUS-0025,2026-04-27,Pro,monthly,99.00,99.00,USD,invoice,paid,France
INV-5405,CUS-0026,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,France
INV-5406,CUS-0028,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,Canada
INV-5407,CUS-0030,2026-04-27,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,United Kingdom
INV-5408,CUS-0035,2026-04-27,Pro,monthly,99.00,99.00,USD,card,failed,United States
INV-5409,CUS-0037,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,Romania
INV-5410,CUS-0038,2026-04-27,Pro,monthly,99.00,99.00,USD,card,failed,Romania
INV-5411,CUS-0039,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,Poland
INV-5412,CUS-0042,2026-04-27,Starter,monthly,29.00,29.00,USD,card,failed,United States
INV-5413,CUS-0043,2026-04-27,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United States
INV-5414,CUS-0047,2026-04-27,Business,monthly,299.00,299.00,USD,invoice,paid,United Kingdom
INV-5415,CUS-0048,2026-04-27,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Romania
INV-5416,CUS-0051,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5417,CUS-0056,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,United Kingdom
INV-5418,CUS-0057,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,United Kingdom
INV-5419,CUS-0063,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,France
INV-5420,CUS-0065,2026-04-27,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,United States
INV-5421,CUS-0068,2026-04-27,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5422,CUS-0069,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,France
INV-5423,CUS-0071,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,United Kingdom
INV-5424,CUS-0072,2026-04-27,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,United States
INV-5425,CUS-0074,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5426,CUS-0075,2026-04-27,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5427,CUS-0076,2026-04-27,Pro,monthly,99.00,99.00,USD,card,failed,Poland
INV-5428,CUS-0079,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5429,CUS-0080,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5430,CUS-0082,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5431,CUS-0083,2026-04-27,Business,monthly,299.00,299.00,USD,sepa_debit,paid,United Kingdom
INV-5432,CUS-0084,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,Spain
INV-5433,CUS-0091,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5434,CUS-0093,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5435,CUS-0094,2026-04-27,Starter,annual,29.00,288.84,USD,card,paid,France
INV-5436,CUS-0095,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5437,CUS-0096,2026-04-27,Pro,annual,99.00,986.04,USD,card,paid,United Kingdom
INV-5438,CUS-0097,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,France
INV-5439,CUS-0100,2026-04-27,Business,monthly,299.00,299.00,USD,card,paid,Poland
INV-5440,CUS-0101,2026-04-27,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Poland
INV-5441,CUS-0104,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,Germany
INV-5442,CUS-0106,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5443,CUS-0107,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5444,CUS-0109,2026-04-27,Starter,monthly,29.00,29.00,USD,invoice,failed,Romania
INV-5445,CUS-0111,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5446,CUS-0119,2026-04-27,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United States
INV-5447,CUS-0123,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,Romania
INV-5448,CUS-0124,2026-04-27,Starter,monthly,29.00,29.00,USD,card,failed,Canada
INV-5449,CUS-0125,2026-04-27,Pro,annual,99.00,986.04,USD,card,paid,Germany
INV-5450,CUS-0126,2026-04-27,Pro,monthly,99.00,99.00,USD,sepa_debit,failed,Poland
INV-5451,CUS-0128,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,Spain
INV-5452,CUS-0129,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5453,CUS-0130,2026-04-27,Starter,annual,29.00,288.84,USD,card,paid,Germany
INV-5454,CUS-0131,2026-04-27,Pro,monthly,99.00,99.00,USD,invoice,paid,Spain
INV-5455,CUS-0132,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5456,CUS-0136,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,United Kingdom
INV-5457,CUS-0137,2026-04-27,Business,monthly,299.00,299.00,USD,card,paid,Germany
INV-5458,CUS-0138,2026-04-27,Business,monthly,299.00,299.00,USD,card,paid,United Kingdom
INV-5459,CUS-0139,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5460,CUS-0140,2026-04-27,Pro,monthly,99.00,99.00,USD,sepa_debit,failed,Poland
INV-5461,CUS-0141,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,Germany
INV-5462,CUS-0143,2026-04-27,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United Kingdom
INV-5463,CUS-0146,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,Germany
INV-5464,CUS-0148,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5465,CUS-0149,2026-04-27,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5466,CUS-0150,2026-04-27,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,Poland
INV-5467,CUS-0153,2026-04-27,Starter,annual,29.00,288.84,USD,card,paid,United States
INV-5468,CUS-0155,2026-04-27,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United States
INV-5469,CUS-0156,2026-04-27,Business,monthly,299.00,299.00,USD,card,paid,Germany
INV-5470,CUS-0158,2026-04-27,Starter,annual,29.00,288.84,USD,sepa_debit,paid,United Kingdom
INV-5471,CUS-0159,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5472,CUS-0160,2026-04-27,Business,monthly,299.00,299.00,USD,card,paid,Spain
INV-5473,CUS-0168,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5474,CUS-0172,2026-04-27,Starter,annual,29.00,288.84,USD,card,paid,Spain
INV-5475,CUS-0173,2026-04-27,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,Germany
INV-5476,CUS-0174,2026-04-27,Starter,monthly,29.00,29.00,USD,invoice,paid,Spain
INV-5477,CUS-0175,2026-04-27,Pro,monthly,99.00,99.00,USD,invoice,paid,Germany
INV-5478,CUS-0176,2026-04-27,Business,monthly,299.00,299.00,USD,card,failed,United States
INV-5479,CUS-0178,2026-04-27,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Germany
INV-5480,CUS-0179,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5481,CUS-0180,2026-04-27,Pro,monthly,99.00,99.00,USD,card,failed,United States
INV-5482,CUS-0181,2026-04-27,Business,monthly,299.00,299.00,USD,sepa_debit,paid,Canada
INV-5483,CUS-0182,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,Germany
INV-5484,CUS-0183,2026-04-27,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5485,CUS-0185,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5486,CUS-0194,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5487,CUS-0196,2026-04-27,Pro,monthly,99.00,99.00,USD,card,failed,United Kingdom
INV-5488,CUS-0197,2026-04-27,Pro,monthly,99.00,99.00,USD,card,failed,Poland
INV-5489,CUS-0201,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,Spain
INV-5490,CUS-0202,2026-04-27,Starter,annual,29.00,288.84,USD,sepa_debit,paid,United States
INV-5491,CUS-0204,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,Canada
INV-5492,CUS-0205,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,Canada
INV-5493,CUS-0206,2026-04-27,Pro,monthly,99.00,99.00,USD,invoice,paid,Canada
INV-5494,CUS-0208,2026-04-27,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United States
INV-5495,CUS-0210,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5496,CUS-0213,2026-04-27,Starter,monthly,29.00,29.00,USD,invoice,paid,United States
INV-5497,CUS-0217,2026-04-27,Starter,monthly,29.00,29.00,USD,card,refunded,France
INV-5498,CUS-0219,2026-04-27,Starter,monthly,29.00,29.00,USD,card,paid,United Kingdom
INV-5499,CUS-0223,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,Canada
INV-5500,CUS-0224,2026-04-27,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Spain
INV-5501,CUS-0226,2026-04-27,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United Kingdom
INV-5502,CUS-0227,2026-04-27,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Spain
INV-5503,CUS-0228,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5504,CUS-0229,2026-04-27,Starter,monthly,29.00,29.00,USD,invoice,paid,Poland
INV-5505,CUS-0231,2026-04-27,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Canada
INV-5506,CUS-0232,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5507,CUS-0233,2026-04-27,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Canada
INV-5508,CUS-0234,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,United Kingdom
INV-5509,CUS-0237,2026-04-27,Business,monthly,299.00,299.00,USD,card,refunded,United Kingdom
INV-5510,CUS-0239,2026-04-27,Pro,monthly,99.00,99.00,USD,card,paid,Canada
INV-5511,CUS-0001,2026-05-21,Starter,annual,29.00,288.84,USD,card,paid,United Kingdom
INV-5512,CUS-0002,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,Canada
INV-5513,CUS-0004,2026-05-21,Pro,monthly,99.00,99.00,USD,card,failed,United States
INV-5514,CUS-0007,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,Spain
INV-5515,CUS-0008,2026-05-21,Business,monthly,299.00,299.00,USD,card,paid,Spain
INV-5516,CUS-0011,2026-05-21,Business,monthly,299.00,299.00,USD,card,refunded,United States
INV-5517,CUS-0013,2026-05-21,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5518,CUS-0014,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,United Kingdom
INV-5519,CUS-0015,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,United Kingdom
INV-5520,CUS-0018,2026-05-21,Pro,monthly,99.00,99.00,USD,invoice,paid,United States
INV-5521,CUS-0020,2026-05-21,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,Canada
INV-5522,CUS-0023,2026-05-21,Business,annual,299.00,2978.04,USD,card,paid,France
INV-5523,CUS-0025,2026-05-21,Pro,monthly,99.00,99.00,USD,invoice,paid,France
INV-5524,CUS-0026,2026-05-21,Pro,monthly,99.00,99.00,USD,card,failed,France
INV-5525,CUS-0028,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,Canada
INV-5526,CUS-0030,2026-05-21,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,United Kingdom
INV-5527,CUS-0032,2026-05-21,Starter,annual,29.00,288.84,USD,card,paid,Spain
INV-5528,CUS-0035,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5529,CUS-0037,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,Romania
INV-5530,CUS-0038,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5531,CUS-0039,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,Poland
INV-5532,CUS-0042,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5533,CUS-0043,2026-05-21,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United States
INV-5534,CUS-0047,2026-05-21,Business,monthly,299.00,299.00,USD,invoice,failed,United Kingdom
INV-5535,CUS-0048,2026-05-21,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Romania
INV-5536,CUS-0051,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5537,CUS-0055,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,Poland
INV-5538,CUS-0056,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,United Kingdom
INV-5539,CUS-0057,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,United Kingdom
INV-5540,CUS-0062,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5541,CUS-0063,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,France
INV-5542,CUS-0064,2026-05-21,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,United States
INV-5543,CUS-0065,2026-05-21,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,United States
INV-5544,CUS-0067,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,Poland
INV-5545,CUS-0068,2026-05-21,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5546,CUS-0069,2026-05-21,Starter,monthly,29.00,29.00,USD,card,failed,France
INV-5547,CUS-0071,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,United Kingdom
INV-5548,CUS-0072,2026-05-21,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,United States
INV-5549,CUS-0074,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5550,CUS-0075,2026-05-21,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5551,CUS-0076,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,Poland
INV-5552,CUS-0079,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5553,CUS-0080,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5554,CUS-0082,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5555,CUS-0083,2026-05-21,Business,monthly,299.00,299.00,USD,sepa_debit,paid,United Kingdom
INV-5556,CUS-0084,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,Spain
INV-5557,CUS-0085,2026-05-21,Starter,annual,29.00,288.84,USD,sepa_debit,paid,United States
INV-5558,CUS-0090,2026-05-21,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Spain
INV-5559,CUS-0091,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5560,CUS-0093,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5561,CUS-0095,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5562,CUS-0097,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,France
INV-5563,CUS-0099,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5564,CUS-0100,2026-05-21,Business,monthly,299.00,299.00,USD,card,paid,Poland
INV-5565,CUS-0101,2026-05-21,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Poland
INV-5566,CUS-0104,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,Germany
INV-5567,CUS-0106,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,United States
